datum,pomucka,CZ010,CZ020,CZ031,CZ032,CZ041,CZ042,CZ051,CZ052,CZ053,CZ063,CZ064,CZ071,CZ072,CZ080,Hlavní město Praha,Jihomoravský kraj,Jihočeský kraj,Karlovarský kraj,Kraj Vysočina,Královéhradecký kraj,Liberecký kraj,Moravskoslezský kraj,Olomoucký kraj,Pardubický kraj,Plzeňský kraj,Středočeský kraj,Zlínský kraj,Ústecký kraj
2020-05-25,Štíty,12264,2247,2216,3762,2515,3469,1725,2005,3790,2495,5007,3374,3580,3518,12264,5007,2216,2515,2495,2005,1725,3518,3374,3790,3762,2247,3580,3469
2020-05-27,Brýle,14038,2925,2703,2994,1605,3383,1835,3435,2605,1920,4220,3192,3150,5943,14038,4220,2703,1605,1920,3435,1835,5943,3192,2605,2994,2925,3150,3383
2020-05-27,Dezinfekce (l),16675,1525,1590,8970,1355,2920,1205,2650,1130,2060,9625,3730,1950,5000,16675,9625,1590,1355,2060,2650,1205,5000,3730,1130,8970,1525,1950,2920
2020-05-27,Filtry k polomaskám,18316,0,13,2509,0,0,0,2384,0,0,5403,2346,0,2644,18316,5403,13,0,0,2384,0,2644,2346,0,2509,0,0,0
2020-05-27,Návleky na obuv,101930,150,510,48250,1500,10220,2050,500,6480,10300,10997,2050,850,17232,101930,10997,510,1500,10300,500,2050,17232,2050,6480,48250,150,850,10220
2020-05-27,Ochranné oděvy,390004,16698,30849,94865,24819,44814,15540,33449,28543,6860,107436,14885,15439,69551,390004,107436,30849,24819,6860,33449,15540,69551,14885,28543,94865,16698,15439,44814
2020-05-27,Odběrové sady,247810,33620,4650,39250,15300,20448,18100,13300,13450,8650,119400,21600,7700,71350,247810,119400,4650,15300,8650,13300,18100,71350,21600,13450,39250,33620,7700,20448
2020-05-27,Ostatní,8676,0,0,0,0,0,0,0,0,0,0,0,0,0,8676,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,Plicní ventilátory,25,2,2,2,2,2,2,2,2,2,2,5,2,2,25,2,2,2,2,2,2,2,5,2,2,2,2,2
2020-05-27,Polomasky,6026,0,5,879,0,0,0,800,0,0,2041,850,0,964,6026,2041,5,0,0,800,0,964,850,0,879,0,0,0
2020-05-27,Příslušenství k plicním ventilátorům,22,5,5,5,5,5,5,5,5,5,5,8,5,5,22,5,5,5,5,5,5,5,8,5,5,5,5,5
2020-05-27,Respirátory,2860153,445775,324124,656447,170862,379416,194690,542535,304830,219167,673349,343564,250770,605101,2860153,673349,324124,170862,219167,542535,194690,605101,343564,304830,656447,445775,250770,379416
2020-05-27,Roušky,7976747,1630966,1294473,2490061,540855,1264016,736900,1399835,885219,1094029,2759412,1578796,1028180,2201078,7976747,2759412,1294473,540855,1094029,1399835,736900,2201078,1578796,885219,2490061,1630966,1028180,1264016
2020-05-27,Rukavice,2427004,651522,462028,1080461,153319,586633,258669,641124,307404,275407,730284,465258,397963,700848,2427004,730284,462028,153319,275407,641124,258669,700848,465258,307404,1080461,651522,397963,586633
2020-05-27,Rychlotesty,132747,50569,32843,34552,43324,36621,30310,31469,31138,30393,60184,97236,30428,67082,132747,60184,32843,43324,30393,31469,30310,67082,97236,31138,34552,50569,30428,36621
2020-05-27,Tampóny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,Teploměry,592,60,70,145,60,93,40,105,60,100,241,152,75,172,592,241,70,60,100,105,40,172,152,60,145,60,75,93
2020-05-27,Termokamery,47,20,20,20,20,20,20,20,20,20,20,20,20,20,47,20,20,20,20,20,20,20,20,20,20,20,20,20
2020-05-27,Štíty,12765,2347,2316,3762,2515,3469,1725,2005,3790,2495,5007,3374,3580,3518,12765,5007,2316,2515,2495,2005,1725,3518,3374,3790,3762,2347,3580,3469
2020-05-28,Brýle,14038,2925,2703,2994,1605,3383,1835,3435,2605,1920,4250,3192,3150,5943,14038,4250,2703,1605,1920,3435,1835,5943,3192,2605,2994,2925,3150,3383
2020-05-28,Dezinfekce (l),16675,1525,1590,8970,1355,2920,1205,2650,1130,2060,9625,3730,1950,5000,16675,9625,1590,1355,2060,2650,1205,5000,3730,1130,8970,1525,1950,2920
2020-05-28,Filtry k polomaskám,18316,0,13,2509,0,0,0,2384,0,0,5853,2696,0,3168,18316,5853,13,0,0,2384,0,3168,2696,0,2509,0,0,0
2020-05-28,Návleky na obuv,101930,150,510,48250,1500,10220,2050,500,6480,10800,16297,2150,3850,17232,101930,16297,510,1500,10800,500,2050,17232,2150,6480,48250,150,3850,10220
2020-05-28,Ochranné oděvy,390004,16698,30849,94865,24819,44814,15540,33449,28543,8360,143386,14885,41539,93151,390004,143386,30849,24819,8360,33449,15540,93151,14885,28543,94865,16698,41539,44814
2020-05-28,Odběrové sady,247810,33620,4650,39250,15300,20448,18100,13300,13450,9070,126490,21600,9370,71770,247810,126490,4650,15300,9070,13300,18100,71770,21600,13450,39250,33620,9370,20448
2020-05-28,Ostatní,8676,0,0,0,0,0,0,0,0,0,0,0,0,0,8676,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,Plicní ventilátory,25,2,2,2,2,2,2,2,2,2,2,5,2,2,25,2,2,2,2,2,2,2,5,2,2,2,2,2
2020-05-28,Polomasky,6026,0,5,879,0,0,0,800,0,0,2041,850,0,964,6026,2041,5,0,0,800,0,964,850,0,879,0,0,0
2020-05-28,Příslušenství k plicním ventilátorům,22,5,5,5,5,5,5,5,5,5,5,8,5,5,22,5,5,5,5,5,5,5,8,5,5,5,5,5
2020-05-28,Respirátory,2860353,445775,324124,656447,170862,379416,194690,542535,304830,220517,739699,357004,265170,642801,2860353,739699,324124,170862,220517,542535,194690,642801,357004,304830,656447,445775,265170,379416
2020-05-28,Roušky,7976747,1630966,1294473,2490061,540855,1264016,736900,1399835,885219,1120029,3035412,1584796,1032180,2209078,7976747,3035412,1294473,540855,1120029,1399835,736900,2209078,1584796,885219,2490061,1630966,1032180,1264016
2020-05-28,Rukavice,2427004,651522,462028,1080461,153319,586633,258669,641124,307404,276807,761334,466258,400963,717948,2427004,761334,462028,153319,276807,641124,258669,717948,466258,307404,1080461,651522,400963,586633
2020-05-28,Rychlotesty,132747,50569,32843,34552,43324,36621,30310,31469,31138,30393,60184,97236,30428,67082,132747,60184,32843,43324,30393,31469,30310,67082,97236,31138,34552,50569,30428,36621
2020-05-28,Tampóny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,Teploměry,592,60,70,145,60,93,40,105,60,100,241,152,75,172,592,241,70,60,100,105,40,172,152,60,145,60,75,93
2020-05-28,Termokamery,47,20,20,20,20,20,20,20,20,20,20,20,20,20,47,20,20,20,20,20,20,20,20,20,20,20,20,20
2020-05-28,Štíty,12765,2347,2316,3762,2515,3469,1725,2005,3790,2495,6107,3374,3680,3618,12765,6107,2316,2515,2495,2005,1725,3618,3374,3790,3762,2347,3680,3469
2020-05-29,Brýle,14038,2925,2703,2994,1660,3403,1835,3435,2605,1920,4250,3192,3150,5943,14038,4250,2703,1660,1920,3435,1835,5943,3192,2605,2994,2925,3150,3403
2020-05-29,Dezinfekce (l),16675,1525,1590,8970,1355,2920,1205,2650,1130,2060,9625,3730,1950,5000,16675,9625,1590,1355,2060,2650,1205,5000,3730,1130,8970,1525,1950,2920
2020-05-29,Filtry k polomaskám,18316,0,13,2639,0,0,0,2484,0,0,5853,2696,0,3168,18316,5853,13,0,0,2484,0,3168,2696,0,2639,0,0,0
2020-05-29,Návleky na obuv,101930,150,510,48250,1600,10520,2050,500,10480,10800,16297,2150,3850,17232,101930,16297,510,1600,10800,500,2050,17232,2150,10480,48250,150,3850,10520
2020-05-29,Ochranné oděvy,390004,16698,30849,175465,26349,52114,15540,49549,37743,8360,143386,14885,41539,93151,390004,143386,30849,26349,8360,49549,15540,93151,14885,37743,175465,16698,41539,52114
2020-05-29,Odběrové sady,247810,33620,4650,42580,22390,23778,18100,14130,14280,9070,126490,21600,9370,71770,247810,126490,4650,22390,9070,14130,18100,71770,21600,14280,42580,33620,9370,23778
2020-05-29,Ostatní,8676,0,0,0,0,0,0,0,0,0,0,0,0,0,8676,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-29,Plicní ventilátory,25,2,2,2,2,2,2,2,2,2,2,5,2,2,25,2,2,2,2,2,2,2,5,2,2,2,2,2
2020-05-29,Polomasky,6026,0,5,879,0,0,0,800,0,0,2041,850,0,964,6026,2041,5,0,0,800,0,964,850,0,879,0,0,0
2020-05-29,Příslušenství k plicním ventilátorům,22,5,5,5,5,5,5,5,5,5,5,8,5,5,22,5,5,5,5,5,5,5,8,5,5,5,5,5
2020-05-29,Respirátory,2860353,445775,324124,732547,175112,386096,195090,615425,323530,220517,739699,357004,265170,642801,2860353,739699,324124,175112,220517,615425,195090,642801,357004,323530,732547,445775,265170,386096
2020-05-29,Roušky,7976747,1630966,1294473,2644061,646855,1272016,738900,1555835,893219,1120029,3035412,1584796,1032180,2209078,7976747,3035412,1294473,646855,1120029,1555835,738900,2209078,1584796,893219,2644061,1630966,1032180,1272016
2020-05-29,Rukavice,2427004,651522,462028,1187461,154604,588983,259269,693324,312804,276807,761334,466258,400963,717948,2427004,761334,462028,154604,276807,693324,259269,717948,466258,312804,1187461,651522,400963,588983
2020-05-29,Rychlotesty,132747,50569,32843,34552,43324,36621,30310,31469,31138,30393,60184,97236,30428,67082,132747,60184,32843,43324,30393,31469,30310,67082,97236,31138,34552,50569,30428,36621
2020-05-29,Tampóny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-29,Teploměry,592,60,70,145,60,93,40,105,60,100,241,152,75,172,592,241,70,60,100,105,40,172,152,60,145,60,75,93
2020-05-29,Termokamery,47,20,20,20,20,20,20,20,20,20,20,20,20,20,47,20,20,20,20,20,20,20,20,20,20,20,20,20
2020-05-29,Štíty,12765,2347,2316,3962,2815,3569,1725,2105,3790,2495,6107,3374,3680,3618,12765,6107,2316,2815,2495,2105,1725,3618,3374,3790,3962,2347,3680,3569
2020-06-03,Brýle,14448,2925,2703,2994,1660,3403,1835,3435,2605,1920,4250,3192,3150,5943,14448,4250,2703,1660,1920,3435,1835,5943,3192,2605,2994,2925,3150,3403
2020-06-03,Dezinfekce (l),16675,1525,1590,8970,1355,2920,1205,2650,1130,2060,9625,3730,1950,5000,16675,9625,1590,1355,2060,2650,1205,5000,3730,1130,8970,1525,1950,2920
2020-06-03,Filtry k polomaskám,19196,0,13,2639,0,0,0,2484,0,0,5853,2696,0,3168,19196,5853,13,0,0,2484,0,3168,2696,0,2639,0,0,0
2020-06-03,Návleky na obuv,143530,150,510,48250,1600,10520,2050,500,10480,10800,16297,2150,3850,17232,143530,16297,510,1600,10800,500,2050,17232,2150,10480,48250,150,3850,10520
2020-06-03,Ochranné oděvy,511505,20698,31199,175465,26349,52114,15540,49549,37743,8360,143386,14885,41539,93151,511505,143386,31199,26349,8360,49549,15540,93151,14885,37743,175465,20698,41539,52114
2020-06-03,Odběrové sady,283230,35320,5650,42580,22390,23778,18100,14130,14280,9070,126490,21600,9370,71770,283230,126490,5650,22390,9070,14130,18100,71770,21600,14280,42580,35320,9370,23778
2020-06-03,Ostatní,8676,0,0,0,0,0,0,0,0,0,0,0,0,0,8676,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-03,Plicní ventilátory,25,2,2,2,2,2,2,2,2,2,2,5,2,2,25,2,2,2,2,2,2,2,5,2,2,2,2,2
2020-06-03,Polomasky,6026,0,5,879,0,0,0,800,0,0,2041,850,0,964,6026,2041,5,0,0,800,0,964,850,0,879,0,0,0
2020-06-03,Příslušenství k plicním ventilátorům,22,5,5,5,5,5,5,5,5,5,5,8,5,5,22,5,5,5,5,5,5,5,8,5,5,5,5,5
2020-06-03,Respirátory,3054044,458075,325324,732547,175112,386096,195090,615425,323530,220517,739699,357004,265170,642801,3054044,739699,325324,175112,220517,615425,195090,642801,357004,323530,732547,458075,265170,386096
2020-06-03,Roušky,8599297,1633966,1294473,2644061,646855,1272016,738900,1555835,893219,1120029,3035412,1584796,1032180,2209078,8599297,3035412,1294473,646855,1120029,1555835,738900,2209078,1584796,893219,2644061,1633966,1032180,1272016
2020-06-03,Rukavice,2495104,657122,462228,1187461,154604,588983,259269,693324,312804,276807,761334,466258,400963,717948,2495104,761334,462228,154604,276807,693324,259269,717948,466258,312804,1187461,657122,400963,588983
2020-06-03,Rychlotesty,133327,50569,32843,34552,43324,36621,30310,31469,31138,30393,60184,97236,30428,67082,133327,60184,32843,43324,30393,31469,30310,67082,97236,31138,34552,50569,30428,36621
2020-06-03,Tampóny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-03,Teploměry,592,60,70,145,60,93,40,105,60,100,241,152,75,172,592,241,70,60,100,105,40,172,152,60,145,60,75,93
2020-06-03,Termokamery,47,20,20,20,20,20,20,20,20,20,20,20,20,20,47,20,20,20,20,20,20,20,20,20,20,20,20,20
2020-06-03,Štíty,13665,2347,2316,3962,2815,3569,1725,2105,3790,2495,6107,3374,3680,3618,13665,6107,2316,2815,2495,2105,1725,3618,3374,3790,3962,2347,3680,3569
2020-06-04,Brýle,14448,2925,2703,2994,1660,3403,1835,3435,2605,1920,4320,3192,3170,5973,14448,4320,2703,1660,1920,3435,1835,5973,3192,2605,2994,2925,3170,3403
2020-06-04,Dezinfekce (l),16675,1525,1590,8970,1355,2920,1205,2650,1130,2060,9625,3730,1950,5000,16675,9625,1590,1355,2060,2650,1205,5000,3730,1130,8970,1525,1950,2920
2020-06-04,Filtry k polomaskám,19196,0,13,2639,0,0,0,2484,0,0,6293,2956,0,3268,19196,6293,13,0,0,2484,0,3268,2956,0,2639,0,0,0
2020-06-04,Návleky na obuv,143530,150,510,48250,1600,10520,2050,500,10480,11000,43497,2150,9550,17232,143530,43497,510,1600,11000,500,2050,17232,2150,10480,48250,150,9550,10520
2020-06-04,Ochranné oděvy,511505,20698,31199,175465,26349,52114,15540,49549,37743,9860,184386,15885,50189,122901,511505,184386,31199,26349,9860,49549,15540,122901,15885,37743,175465,20698,50189,52114
2020-06-04,Odběrové sady,283230,35320,5650,42580,22390,23778,18100,14130,14280,9870,141290,21600,10370,76370,283230,141290,5650,22390,9870,14130,18100,76370,21600,14280,42580,35320,10370,23778
2020-06-04,Ostatní,8676,0,0,0,0,0,0,0,0,0,0,0,0,0,8676,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-04,Plicní ventilátory,63,2,2,8,2,2,2,2,2,2,22,9,2,10,63,22,2,2,2,2,2,10,9,2,8,2,2,2
2020-06-04,Polomasky,6026,0,5,879,0,0,0,800,0,0,2041,850,0,964,6026,2041,5,0,0,800,0,964,850,0,879,0,0,0
2020-06-04,Příslušenství k plicním ventilátorům,22,5,5,11,5,5,5,5,5,5,5,8,5,5,22,5,5,5,5,5,5,5,8,5,11,5,5,5
2020-06-04,Respirátory,3054044,458075,325324,732547,175112,386096,195090,615425,323530,226117,791299,374704,275470,671601,3054044,791299,325324,175112,226117,615425,195090,671601,374704,323530,732547,458075,275470,386096
2020-06-04,Roušky,8599297,1633966,1294473,2644061,646855,1272016,738900,1555835,893219,1134029,3378412,1592796,1032180,2218078,8599297,3378412,1294473,646855,1134029,1555835,738900,2218078,1592796,893219,2644061,1633966,1032180,1272016
2020-06-04,Rukavice,2495104,657122,462228,1187461,154604,588983,259269,693324,312804,278007,792534,471658,416163,749348,2495104,792534,462228,154604,278007,693324,259269,749348,471658,312804,1187461,657122,416163,588983
2020-06-04,Rychlotesty,133327,50569,32843,34552,43324,36621,30310,31469,31138,30393,60184,97236,30428,67082,133327,60184,32843,43324,30393,31469,30310,67082,97236,31138,34552,50569,30428,36621
2020-06-04,Tampóny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-04,Teploměry,592,60,70,145,60,93,40,105,60,100,241,152,75,172,592,241,70,60,100,105,40,172,152,60,145,60,75,93
2020-06-04,Termokamery,74,31,23,32,22,31,21,23,22,39,41,32,29,36,74,41,23,22,39,23,21,36,32,22,32,31,29,31
2020-06-04,Štíty,13665,2347,2316,3962,2815,3569,1725,2105,3790,2495,6307,3374,3880,3818,13665,6307,2316,2815,2495,2105,1725,3818,3374,3790,3962,2347,3880,3569
2020-06-05,Brýle,14448,2925,2703,2994,1710,3613,1895,3435,2805,1920,4320,3192,3170,5973,14448,4320,2703,1710,1920,3435,1895,5973,3192,2805,2994,2925,3170,3613
2020-06-05,Dezinfekce (l),16675,1525,1590,8970,1355,2920,1205,2650,1130,2060,9625,3730,1950,5000,16675,9625,1590,1355,2060,2650,1205,5000,3730,1130,8970,1525,1950,2920
2020-06-05,Filtry k polomaskám,19196,0,13,2839,0,0,0,2664,0,0,6293,2956,0,3268,19196,6293,13,0,0,2664,0,3268,2956,0,2839,0,0,0
2020-06-05,Návleky na obuv,143530,150,510,48250,1600,10620,2050,1100,15780,11000,43497,2150,9550,17232,143530,43497,510,1600,11000,1100,2050,17232,2150,15780,48250,150,9550,10620
2020-06-05,Ochranné oděvy,511505,20698,31199,258265,42849,53664,17040,73949,48043,9860,184386,15885,50189,122901,511505,184386,31199,42849,9860,73949,17040,122901,15885,48043,258265,20698,50189,53664
2020-06-05,Odběrové sady,283230,35320,5650,56580,28890,24378,22100,26130,19280,9870,141290,21600,10370,76370,283230,141290,5650,28890,9870,26130,22100,76370,21600,19280,56580,35320,10370,24378
2020-06-05,Ostatní,8676,0,0,0,0,0,0,0,0,0,0,0,0,0,8676,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-05,Plicní ventilátory,63,2,2,8,2,2,2,2,2,2,22,9,2,10,63,22,2,2,2,2,2,10,9,2,8,2,2,2
2020-06-05,Polomasky,6026,0,5,879,0,0,0,800,0,0,2041,850,0,964,6026,2041,5,0,0,800,0,964,850,0,879,0,0,0
2020-06-05,Příslušenství k plicním ventilátorům,22,5,5,11,5,5,5,5,5,5,5,8,5,5,22,5,5,5,5,5,5,5,8,5,11,5,5,5
2020-06-05,Respirátory,3054044,458075,325324,816297,186962,393596,197490,710425,344380,226117,791299,374704,275470,671601,3054044,791299,325324,186962,226117,710425,197490,671601,374704,344380,816297,458075,275470,393596
2020-06-05,Roušky,8599297,1633966,1294473,2861061,700855,1293016,762900,1763835,905219,1134029,3378412,1592796,1032180,2218078,8599297,3378412,1294473,700855,1134029,1763835,762900,2218078,1592796,905219,2861061,1633966,1032180,1293016
2020-06-05,Rukavice,2495104,657122,462228,1207861,180804,594583,264269,694924,328604,278007,792534,471658,416163,749348,2495104,792534,462228,180804,278007,694924,264269,749348,471658,328604,1207861,657122,416163,594583
2020-06-05,Rychlotesty,133327,50569,32843,34552,43324,36621,30310,31469,31138,30393,60184,97236,30428,67082,133327,60184,32843,43324,30393,31469,30310,67082,97236,31138,34552,50569,30428,36621
2020-06-05,Tampóny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-05,Teploměry,592,60,70,145,60,93,40,105,60,100,241,152,75,172,592,241,70,60,100,105,40,172,152,60,145,60,75,93
2020-06-05,Termokamery,74,31,23,32,22,31,21,23,22,39,41,32,29,36,74,41,23,22,39,23,21,36,32,22,32,31,29,31
2020-06-05,Štíty,13665,2347,2316,3962,3015,3869,1925,2105,4390,2495,6307,3374,3880,3818,13665,6307,2316,3015,2495,2105,1925,3818,3374,4390,3962,2347,3880,3869
2020-06-10,Brýle,15648,2925,3303,2994,1710,3613,1895,3435,2805,1920,4320,3192,3170,5973,15648,4320,3303,1710,1920,3435,1895,5973,3192,2805,2994,2925,3170,3613
2020-06-10,Dezinfekce (l),16675,1525,1590,8970,1355,2920,1205,2650,1130,2060,9625,3730,1950,5000,16675,9625,1590,1355,2060,2650,1205,5000,3730,1130,8970,1525,1950,2920
2020-06-10,Filtry k polomaskám,19196,0,13,2839,0,0,0,2664,0,0,6293,2956,0,3268,19196,6293,13,0,0,2664,0,3268,2956,0,2839,0,0,0
2020-06-10,Návleky na obuv,143530,150,510,48250,1600,10620,2050,1100,15780,11000,43497,2150,9550,17232,143530,43497,510,1600,11000,1100,2050,17232,2150,15780,48250,150,9550,10620
2020-06-10,Ochranné oděvy,527005,26618,31799,258265,42849,53664,17040,73949,48043,9860,184386,15885,50189,122901,527005,184386,31799,42849,9860,73949,17040,122901,15885,48043,258265,26618,50189,53664
2020-06-10,Odběrové sady,294830,35320,5650,56580,28890,24378,22100,26130,19280,9870,141290,21600,10370,76370,294830,141290,5650,28890,9870,26130,22100,76370,21600,19280,56580,35320,10370,24378
2020-06-10,Ostatní,8676,0,0,0,0,0,0,0,0,0,0,0,0,0,8676,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-10,Plicní ventilátory,63,2,2,8,2,2,2,2,2,2,22,9,2,10,63,22,2,2,2,2,2,10,9,2,8,2,2,2
2020-06-10,Polomasky,6026,0,5,879,0,0,0,800,0,0,2041,850,0,964,6026,2041,5,0,0,800,0,964,850,0,879,0,0,0
2020-06-10,Příslušenství k plicním ventilátorům,22,5,5,11,5,5,5,5,5,5,5,8,5,5,22,5,5,5,5,5,5,5,8,5,11,5,5,5
2020-06-10,Respirátory,3610084,458075,340924,816297,186962,393596,197490,710425,344380,226117,791299,374704,275470,671601,3610084,791299,340924,186962,226117,710425,197490,671601,374704,344380,816297,458075,275470,393596
2020-06-10,Roušky,11731497,2388166,1367473,2861061,700855,1293016,762900,1899835,905219,1260029,3626612,1930396,1032180,2480478,11731497,3626612,1367473,700855,1260029,1899835,762900,2480478,1930396,905219,2861061,2388166,1032180,1293016
2020-06-10,Rukavice,2821104,657122,473028,1207861,180804,594583,264269,694924,328604,278007,792534,471658,416163,749348,2821104,792534,473028,180804,278007,694924,264269,749348,471658,328604,1207861,657122,416163,594583
2020-06-10,Rychlotesty,136327,50569,34343,34552,43324,36621,30310,31469,31138,30393,60184,97236,30428,67082,136327,60184,34343,43324,30393,31469,30310,67082,97236,31138,34552,50569,30428,36621
2020-06-10,Tampóny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-10,Teploměry,592,60,70,145,60,93,40,105,60,100,241,152,75,172,592,241,70,60,100,105,40,172,152,60,145,60,75,93
2020-06-10,Termokamery,74,31,25,32,22,31,21,23,22,39,41,32,29,36,74,41,25,22,39,23,21,36,32,22,32,31,29,31
2020-06-10,Štíty,14865,2347,2416,3962,3015,3869,1925,2105,4390,2495,6307,3374,3880,3818,14865,6307,2416,3015,2495,2105,1925,3818,3374,4390,3962,2347,3880,3869
